'Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8o clock.',ham
'Ok no prob... Ill come after lunch then...',ham
'I dun thk ill quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den...',ham
'For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please dont try and bullshit me. It makes me want to listen to you less.',ham
'Dont give a monkeys wot they think and i certainly dont mind. Any friend of mine&all that! Just dont sleep wiv , that wud be annoyin!',ham
'Sorry,in meeting Ill call later',ham
'No problem. Talk to you later',ham
'Love you aathi..love u lot..',ham
'I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.',ham
'I havent forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too',ham
'What not under standing.',ham
'Hes an adult and would learn from the experience. Theres no real danger. I just dont like peeps using drugs they dont need. But no comment',ham
'Nah cant help you there, Ive never had an iphone',ham
'Ya srsly better than yi tho',ham
'The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.',ham
'Is it your yahoo boys that bring in the perf? Or legal.',ham
'They will pick up and drop in car.so no problem..',ham
'Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x',ham
'Hey happy birthday...',ham
'I enjoy watching and playing football and basketball. Anything outdoors. And you?',ham
'But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.',ham
'Thats cool. I want to please you...',ham
'How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?',ham
'I didnt get the second half of that message',ham
'So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas',ham
'Received, understood n acted upon!',ham
'Did u see what I posted on your Facebook?',ham
'It took Mr owl 3 licks',ham
'Company is very good.environment is terrific and food is really nice:)',ham
'what I meant to say is cant wait to see u again getting bored of this bridgwater banter',ham
'Good morning pookie pie! Lol hope I didnt wake u up',ham
'This pay is  &lt;DECIMAL&gt;  lakhs:)',ham
'I finished my lunch already. U wake up already?',ham
'MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY',ham
'Geeeee ... I love you so much I can barely stand it',ham
'Sorry man, accidentally left my phone on silent last night and didnt check it til I got up',ham
'We not watching movie already. Xy wants 2 shop so im shopping w her now.',ham
'sure, but make sure he knows we aint smokin yet',ham
'* Am on a train back from northampton so im afraid not!',ham
'Dunno lei he neva say...',ham
'Wow so healthy. Old airport rd lor. Cant thk of anything else. But ill b bathing my dog later.',ham
'Yeah right! Ill bring my tape measure fri!',ham
'Omw back to tampa from west palm, you hear what happened?',ham
'Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...',ham
'Sorry, Ill call later',ham
'Im stuck in da middle of da row on da right hand side of da lt...',ham
'Glad to see your reply.',ham
'Am I the only one who doesnt stalk profiles?',ham
'Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..',ham
'Thats cool. How was your day?',ham
'S:-)kallis wont play in first two odi:-)',ham
'And several to you sir.',ham
'Am i that much bad to avoid like this?',ham
'Unlimited texts. Limited minutes.',ham
'DO NOT B LATE LOVE MUM',ham
'Now only i reached home. . . I am very tired now. . I will come tomorro',ham
'Aight ill get on fb in a couple minutes',ham
'Oic... I saw him too but i tot he din c me... I found a group liao...',ham
'Change again... Its e one next to escalator...',ham
'Lolnice. I went from a fish to ..water.?',ham
'\"Pete can you please ring meive hardly gotany credit\"',ham
'Now am free call me pa.',ham
'Just forced myself to eat a slice. Im really not hungry tho. This sucks. Mark is getting worried. He knows Im sick when I turn down pizza. Lol',ham
'From tomorrow onwards eve 6 to 3 work.',ham
'Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \"smokes too much\" for the entire month of february, Ill come up',ham
'I dont have that much image in class.',ham
'Wat ü doing now?',ham
'Ya ok, then had dinner?',ham
'Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.',ham
'I WILL CAL YOU SIR. In meeting',ham
'Pls speak with me. I wont ask anything other then you friendship.',ham
'Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See Im not crazy. Stuff like that DOES happen.',ham
'U wake up already? Thanx 4 e tau sar piah its quite nice.',ham
'Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?',ham
'Why is that, princess? I bet the brothas are all chasing you!',ham
'Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.',ham
'K.i didt see you.:)k:)where are you now?',ham
'Aldrine, rakhesh ex RTM here.pls call.urgent.',ham
'Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....',ham
'Hope you are feeling great. Pls fill me in. Abiola',ham
'Are you going to wipro interview today?',ham
'Call me. I m unable to cal. Lets meet bhaskar, and deep',ham
'Its  &lt;#&gt; k here oh. Should i send home for sale.',ham
'I to am looking forward to all the sex cuddling.. Only two more sleeps',ham
'Hiya, probably coming home * weekend after next',ham
'Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.',ham
'Oh k k:)but he is not a big hitter.anyway good',ham
'Hello! Good week? Fancy a drink or something later?',ham
'I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)',ham
'Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.',ham
'The bus leaves at  &lt;#&gt;',ham
'Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL',ham
'You arent coming home between class, right? I need to work out and shower!',ham
'U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u',ham
'Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*',ham
'MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDNT BE A PROBLEM.',ham
'\"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who cant Love anyone except U...\" Gud nyt...',ham
'And of course you should make a stink!',ham
'Enjoy ur life. . Good night',ham
'Captain vijaykanth is doing comedy in captain tv..he is drunken :)',ham
'Just do what ever is easier for you',ham
'I cant describe how lucky you are that Im actually awake by noon',ham
'Now project pa. After that only i can come.',ham
'Doing my masters. When will you buy a bb cos i have for sale and hows bf',ham
'Nice talking to you! please dont forget my pix :) i want to see all of you...',ham
'Ok i msg u b4 i leave my house.',ham
'R we still meeting 4 dinner tonight?',ham
'No need to say anything to me. I know i am an outsider',ham
'Ok lor... But buy wat?',ham
'Aight, sounds good. When do you want me to come down?',ham
'Please dont say like that. Hi hi hi',ham
'Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?',ham
'Can not use foreign stamps in this country. Good lecture .',ham
'Tomarrow final hearing on my laptop case so i cant.',ham
'You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people ive ever met. Why would i think a picture of your room would hurt you, make you feel violated.',ham
'Am slow in using biolas fne',ham
'I wonder if youll get this text?',ham
'Still at west coast... Haiz... Üll take forever to come back...',ham
'Dunno i juz askin cos i got a card got 20\% off 4 a salon called hair sense so i tot its da one ü cut ur hair.',ham
'Can you open the door?',ham
'There generally isnt one. Its an uncountable noun - u in the dictionary. pieces of research?',ham
'Dude got a haircut. Now its breezy up there',ham
'Ü log off 4 wat. Its sdryb8i',ham
'Why you keeping me away like this',ham
'Wats da model num of ur phone?',ham
'happened here while you were adventuring',ham
'Sir, I need Velusamy sirs date of birth and company bank facilities details.',ham
'Shall i send that exe to your mail id.',ham
'Got it. Seventeen pounds for seven hundred ml – hope ok.',ham
'2 and half years i missed your friendship:-)',ham
'Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being SIMPLE is very difficult...;-) :-)',ham
'And now electricity just went out fml.',ham
'THIS IS A LONG FUCKIN SHOWR',ham
'Well then you have a great weekend!',ham
'My exam is for february 4. Wish you a great day.',ham
'All e best 4 ur driving tmr :-)',ham
'Play w computer? Aiyah i tok 2 u lor?',ham
'Not much, just some textin. How bout you?',ham
'Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knees* *exposes my belly and pulls your head to it* Dont forget ... I know yours too *wicked smile*',ham
'Misplaced your number and was sending texts to your old number. Wondering why ive not heard from you this year. All the best in your mcat. Got this number from my atlanta friends',ham
'Are you the cutest girl in the world or what',ham
'How are you. Just checking up on you',ham
'U GOIN OUT 2NITE?',ham
'Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr ull have a brand new room 2 sleep in...',ham
'Went to ganesh dress shop',ham
'Vikky, come around  &lt;TIME&gt; ..',ham
'Got meh... When?',ham
'Bring tat cd don forget',ham
'I guess thats why you re worried. You must know that theres a way the body repairs itself. And im quite sure you shouldnt worry. Well take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing youve said is a reason to worry but i.ll keep on followin you up.',ham
'see you then, were all christmassy here!',ham
'No prob. I will send to your email.',ham
'Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx',ham
'True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.',ham
'I.ll give her once i have it. Plus she said grinule greet you whenever we speak',ham
'So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da',ham
'Sorry, Ill call later',ham
'Aight should I just plan to come up later tonight?',ham
'HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX',ham
'Alright, see you in a bit',ham
'In da car park',ham
'Is that what time you want me to come?',ham
'Yar else ill thk of all sorts of funny things.',ham
'Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out',ham
'Simply sitting and watching match in office..',ham
'Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(',ham
'Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe',ham
'I just got home babe, are you still awake ?',ham
'Yeah we wouldnt leave for an hour at least, hows 4 sound?',ham
'Ask g or iouri, Ive told the story like ten times already',ham
'Sorry da thangam, very very sorry i am held up with prasad.',ham
'here is my new address -apples&pairs&all that malarky',ham
'Should I be stalking u?',ham
'Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \"sleep on a couch\" link you sent me ... Wasnt that how you went on your trip ? Oh ... And didnt your babe go with you for that celebration with your rents?',ham
'Yeah hopefully, if tyler cant do it I could maybe ask around a bit',ham
'I dont. Can you send it to me. Plus hows mode.',ham
'Ok thanx... Take care then...',ham
'Er mw im filled tuth is aight',ham
'yay! finally lol. i missed our cinema trip last week :-(',ham
'Is that on the telly? No its Brdget Jones!',ham
'Sorry, Ill call later',ham
'Thanks. Fills me with complete calm and reassurance!',ham
'Oh ok wait 4 me there... My lect havent finish',ham
'Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/',ham
'I am in hospital da. . I will return home in evening',ham
'Sday only joined.so training we started today:)',ham
'I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo',ham
'Pls she needs to dat slowly or she will vomit more.',ham
'Me too. Mark is taking forever to pick up my prescription and the pain is coming back.',ham
'Are you coming to day for class.',ham
'Today am going to college so am not able to atten the class.',ham
'You dont know you jabo me abi.',ham
'Im in class. Will holla later',ham
'OK im waliking ard now... Do u wan me 2 buy anything go ur house?',ham
'Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!',ham
'I want to show you the world, princess :) how about europe?',ham
'I called but no one pick up e phone. I ask both of them already they said ok.',ham
'Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.',ham
'26th OF JULY',ham
'My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)',ham
'Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...',ham
'Good afternoon starshine! Hows my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*',ham
'Dunno y u ask me.',ham
'You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for',ham
'A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND',ham
'meet you in corporation st outside gap … you can see how my mind is working!',ham
'Dont put your phone on silent mode ok',ham
'You still around? I could use a half-8th',ham
'Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..',ham
'Life style garments account no please.',ham
'She.s find. I sent you an offline message to know how anjolas now.',ham
'If you can make it any time tonight or whenever you can its cool, just text me whenever youre around',ham
'Yar... I tot u knew dis would happen long ago already.',ham
'Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes',ham
'You want to go?',ham
'Wat time ü wan today?',ham
'Me sef dey laugh you. Meanwhile hows my darling anjie!',ham
'Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?',ham
'Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI',ham
'The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...',ham
'Whats a feathery bowa? Is that something guys have that I dont know about?',ham
'Hi this is yijue... Its regarding the 3230 textbook its intro to algorithms second edition... Im selling it for $50...',ham
'How come guoyang go n tell her? Then u told her?',ham
'K:)i will give my kvb acc details:)',ham
'Erutupalam thandiyachu',ham
'Sorry, I cant help you on this.',ham
'K, if u bored up just come to my home..',ham
'Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM',ham
'Ok... Help me ask if shes working tmr a not?',ham
'I want snow. Its just freezing and windy.',ham
'I will come tomorrow di',ham
'Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....',ham
'Mm feeling sleepy. today itself i shall get that dear',ham
'Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Whos It? Reply With Reason, If U r Brilliant.',ham
'What is the plural of the noun research?',ham
'Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;',ham
'So how many days since then?',ham
'Shopping lor. Them raining mah hard 2 leave orchard.',ham
'Cool. Do you like swimming? I have a pool and jacuzzi at my house.',ham
'What r u cooking me for dinner?',ham
'Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?',ham
'Y bishan lei... I tot ü say lavender?',ham
'Eh u send wrongly lar...',ham
'Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\"if it is made by my students,this wont even start........ Datz confidence..',ham
'Otherwise had part time job na-tuition..',ham
'Watching telugu movie..wat abt u?',ham
'\"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.\"',ham
'You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill',ham
'Will it help if we propose going back again tomorrow',ham
'am up to my eyes in philosophy',ham
'Haha... dont be angry with yourself... Take it as a practice for the real thing. =)',ham
'Honey boo Im missing u.',ham
'Gud mrng dear have a nice day',ham
'WOT STUDENT DISCOUNT CAN U GET ON BOOKS?',ham
'When I was born, GOD said, \"Oh No! Another IDIOT\". When you were born, GOD said, \"OH No! COMPETITION\". Who knew, one day these two will become FREINDS FOREVER!',ham
'Then wat r u doing now? Busy wif work?',ham
'Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).',ham
'Goodmorning, today i am late for  &lt;DECIMAL&gt; min.',ham
'And pls pls drink plenty plenty water',ham
'No message..no responce..what happend?',ham
'swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.',ham
'\"Gimme a few\" was  &lt;#&gt;  minutes ago',ham
'Good morning, im suffering from fever and dysentry ..will not be able to come to office today.',ham
'How are you doing. Hows the queen. Are you going for the royal wedding',ham
'I donno if they are scorable',ham
'True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.',ham
'He needs to stop going to bed and make with the fucking dealing',ham
'Nokia phone is lovly..',ham
'Sry da..jst nw only i came to home..',ham
'Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? Ill text you',ham
'Its not that time of the month nor mid of the time?',ham
'Awesome, plan to get here any time after like  &lt;#&gt; , Ill text you details in a wee bit',ham
'Can help u swoop by picking u up from wherever ur other birds r meeting if u want.',ham
'Good morning, my boytoy! Hows those yummy lips ? Wheres my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?',ham
'No de. But call me after some time. Ill tell you k',ham
'Okay but i thought you were the expert',ham
'How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X',ham
'Where are you lover ? I need you ...',ham
'Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around',ham
'Give one miss from that number please',ham
'U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.',ham
'Probably not, still going over some stuff here',ham
'Yep, by the pretty sculpture',ham
'7 lor... Change 2 suntec... Wat time u coming?',ham
'Well welp is sort of a semiobscure internet thing',ham
'Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.',ham
'Lol where do u come up with these ideas?',ham
'Mm not entirely sure i understood that text but hey. Ho. Which weekend?',ham
'Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*',ham
'Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...',ham
'Fyi Im gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit',ham
'Lol enjoy role playing much?',ham
'\"Life is nothing wen v get everything\". But \"life is everything wen v miss something \". Real value of people wil be realized only in their absence.... gud mrng',ham
'Am also doing in cbe only. But have to pay.',ham
'Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;',ham
'Arun can u transfr me d amt',ham
'Arms fine, hows Cardiff and uni?',ham
'Come to my home for one last time i wont do anything. Trust me.',ham
'U so lousy, run already come back then half dead... Hee...',ham
'Lol thats different. I dont go trying to find every real life photo you ever took.',ham
'Im putting it on now. It should be ready for  &lt;TIME&gt;',ham
'I wasnt well babe, i have swollen glands at my throat ... What did you end up doing ?',ham
'Yes just finished watching days of our lives. I love it.',ham
'K, wat s tht incident?',ham
'Hope you are not scared!',ham
'Went to pay rent. So i had to go to the bank to authorise the payment.',ham
'That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri.',ham
'Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.',ham
'Send me the new number',ham
'Still in customer place',ham
' &lt;#&gt;  mins but i had to stop somewhere first.',ham
'Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!',ham
'Why are u up so early?',ham
'Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?',ham
'Why do you ask princess?',ham
'I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..',ham
'So no messages. Had food?',ham
'Sorry. || mail? ||',ham
'I‘ve got some salt, you can rub it in my open wounds if you like!',ham
'Huh but i cant go 2 ur house empty handed right?',ham
'twenty past five he said will this train have been to durham already or not coz i am in a reserved seat',ham
'What part of \"dont initiate\" dont you understand',ham
'Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i dont get statements 4 that acc',ham
'I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*',ham
'Sac will score big hundred.he is set batsman:-)',ham
'Thanks da thangam, i feel very very happy dear. I also miss you da.',ham
'IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO',ham
'Can... Im free...',ham
